-2.921859323978424072e-01,8.744084835052490234e-02,-1.971250027418136597e-02,8.834325522184371948e-02,2.442637681961059570e-01,-9.995061159133911133e-02,-2.670968472957611084e-01,-7.939330488443374634e-02
-1.677193999290466309e+00,3.321489393711090088e-01,6.961116194725036621e-01,-5.683143138885498047e-01,3.322176635265350342e-01,5.233218669891357422e-01,4.508945345878601074e-01,7.779672741889953613e-01
6.662465631961822510e-02,-2.590323984622955322e-01,1.009156823158264160e+00,5.434380173683166504e-01,-3.358460068702697754e-01,-3.716215193271636963e-01,1.329318881034851074e-01,-1.835370957851409912e-01
1.216871738433837891e-01,-2.419532835483551025e-02,-1.592028588056564331e-01,1.168736605904996395e-03,1.160099580883979797e-01,1.553893238306045532e-01,1.964812166988849640e-02,-3.003357648849487305e-01
-7.094664573669433594e-01,3.471198976039886475e-01,-2.369691878557205200e-01,3.237462937831878662e-01,4.603495597839355469e-01,3.886313438415527344e-01,5.380946993827819824e-01,6.127738356590270996e-01
-9.316743910312652588e-02,-1.124516203999519348e-01,-3.286583125591278076e-01,-2.436070889234542847e-02,1.912870705127716064e-01,-2.789319455623626709e-01,2.462674677371978760e-01,-3.256110846996307373e-01
2.501185238361358643e-01,-3.084563314914703369e-01,-3.315274119377136230e-01,-2.755417823791503906e-01,7.163535803556442261e-02,1.229803934693336487e-01,3.869817554950714111e-01,-1.755395084619522095e-01
5.589313805103302002e-02,-8.450521528720855713e-02,-6.008033156394958496e-01,5.621504783630371094e-01,4.814131557941436768e-01,5.505956411361694336e-01,7.214501500129699707e-01,5.636183619499206543e-01
7.366671226918697357e-03,1.983932107686996460e-01,5.521516203880310059e-01,-1.858835458755493164e+00,-2.829276584088802338e-02,-2.121082097291946411e-01,2.265679240226745605e-01,-2.782450914382934570e-01
-9.051369130611419678e-02,2.228807508945465088e-01,-2.260890752077102661e-01,1.880811750888824463e-01,-8.178819715976715088e-02,2.090741991996765137e-01,3.109648637473583221e-02,-1.513034254312515259e-01
1.642435044050216675e-01,1.693635284900665283e-01,-5.834781005978584290e-02,1.669933050870895386e-01,2.955439388751983643e-01,1.219127997756004333e-01,-1.310828179121017456e-01,1.238121241331100464e-01
2.570748031139373779e-01,8.011581376194953918e-03,2.949754595756530762e-01,1.062866747379302979e-01,-1.690838634967803955e-01,3.293238580226898193e-01,4.171883165836334229e-01,4.240009784698486328e-01
1.623032540082931519e-01,1.430636048316955566e-01,2.581818103790283203e-01,2.384923547506332397e-01,9.980070590972900391e-02,-2.442226111888885498e-01,-6.322153657674789429e-02,3.197615742683410645e-01
2.027742415666580200e-01,-3.688161075115203857e-01,-6.019517779350280762e-01,1.978808641433715820e-01,2.521193325519561768e-01,3.509442806243896484e-01,5.382328629493713379e-01,2.583201527595520020e-01
-1.288329809904098511e-01,4.673004150390625000e-01,-2.682433426380157471e-01,1.173983573913574219e+00,-1.523686051368713379e-01,-2.997795343399047852e-01,2.088241279125213623e-01,3.098553717136383057e-01
