2.109055966138839722e-01,1.454655826091766357e-01,1.248735263943672180e-01,1.930724084377288818e-01,-2.647235691547393799e-01,2.352204024791717529e-01,-1.518286168575286865e-01,1.314327567815780640e-01,-5.505176261067390442e-02,-2.578142881393432617e-01,-3.213370144367218018e-01,-2.081150002777576447e-02,-1.278975009918212891e-01,2.834596037864685059e-01,-2.018297314643859863e-01,6.552104651927947998e-02,-2.885446250438690186e-01,-3.839464783668518066e-01,3.849292919039726257e-02,-2.216194719076156616e-01,5.624051764607429504e-02,-2.000823765993118286e-01,-3.199437260627746582e-01,7.612586021423339844e-03,-2.688649594783782959e-01,-1.504827737808227539e-01,1.847900301218032837e-01,9.888067096471786499e-02,-3.656328618526458740e-01,-2.195297479629516602e-01
-4.668906703591346741e-02,9.948151558637619019e-02,-1.805548518896102905e-01,-4.727536439895629883e-01,-1.807882785797119141e-01,-4.551347345113754272e-02,-1.214860230684280396e-01,1.032230556011199951e-01,-3.446664214134216309e-01,-1.186149939894676208e-01,-9.042654186487197876e-02,1.680998802185058594e-01,1.766901910305023193e-01,-1.916279196739196777e-01,-7.151227444410324097e-02,-1.469128727912902832e-01,-1.252646446228027344e-01,-1.533270478248596191e-01,1.020992770791053772e-01,-1.086694300174713135e-01,-1.551217734813690186e-01,-3.118334710597991943e-01,2.049531489610671997e-01,2.091243863105773926e-01,-8.053180575370788574e-02,1.790558099746704102e-01,-2.884795702993869781e-02,1.260957121849060059e-01,-1.722077578306198120e-01,-2.566235065460205078e-01
-5.565725266933441162e-02,-3.498228266835212708e-02,6.402562558650970459e-02,2.300318628549575806e-01,7.099349796772003174e-02,1.362215429544448853e-01,1.509801745414733887e-01,-1.904366165399551392e-01,-2.379418462514877319e-01,1.244470700621604919e-01,1.219578459858894348e-01,1.125767081975936890e-01,-3.790581226348876953e-01,8.368363603949546814e-03,7.675167918205261230e-02,-2.219817489385604858e-01,-9.584672749042510986e-02,-2.216454893350601196e-01,-2.078064978122711182e-01,-9.191727638244628906e-02,-5.265415087342262268e-02,-1.643784046173095703e-01,-3.544132709503173828e-01,8.361425995826721191e-02,3.144097328186035156e-01,-1.660701930522918701e-01,-5.571972951292991638e-02,1.502888351678848267e-01,-4.179597795009613037e-01,-2.446428388357162476e-01
-1.760039627552032471e-01,1.050401553511619568e-01,-1.034387201070785522e-01,-2.135069221258163452e-01,1.944240331649780273e-01,-3.543809354305267334e-01,-1.540874838829040527e-01,-2.975500524044036865e-01,-2.721724510192871094e-01,2.393487989902496338e-01,-2.398001104593276978e-01,-1.437505781650543213e-01,-1.088929399847984314e-01,-4.796709120273590088e-02,-2.868063747882843018e-01,1.062677502632141113e-01,1.788502186536788940e-01,4.834589734673500061e-02,-4.548529908061027527e-02,-1.903006732463836670e-01,-1.904139071702957153e-01,3.084619157016277313e-02,-2.927426397800445557e-01,2.359292060136795044e-01,-1.569370329380035400e-01,6.144982576370239258e-02,4.405683279037475586e-02,1.193761378526687622e-01,1.003706976771354675e-01,1.962180733680725098e-01
7.323827594518661499e-02,2.921102568507194519e-02,-4.199770744889974594e-03,4.892884194850921631e-02,-1.386623382568359375e-01,-4.597429558634757996e-02,-6.962206214666366577e-02,-4.389360845088958740e-01,2.821460179984569550e-02,-1.872831583023071289e-02,1.267886161804199219e-01,-1.491643581539392471e-02,1.596869975328445435e-01,5.318345874547958374e-02,-5.845871195197105408e-02,2.471257746219635010e-01,-6.885173171758651733e-02,1.068331766873598099e-03,-2.910693585872650146e-01,-9.039258956909179688e-02,2.661678493022918701e-01,1.233620196580886841e-01,-1.292547024786472321e-02,8.205587416887283325e-02,4.290641844272613525e-02,-1.461566686630249023e-01,9.466972202062606812e-02,-1.229162588715553284e-01,3.372456179931759834e-03,9.216576814651489258e-02
-1.547973901033401489e-01,-6.958558410406112671e-02,6.673004478216171265e-02,1.102980226278305054e-01,1.488119810819625854e-01,-1.140800192952156067e-01,1.519859880208969116e-01,-2.522450089454650879e-01,-2.028601765632629395e-01,1.033338904380798340e-01,-2.561394870281219482e-01,-1.643697544932365417e-02,1.320976912975311279e-01,1.499498486518859863e-01,-1.284140050411224365e-01,-1.264525800943374634e-01,-2.097609937191009521e-01,-1.828164458274841309e-01,7.997953891754150391e-02,-1.335045993328094482e-01,-6.611942779272794724e-03,-3.133327886462211609e-02,-2.409378290176391602e-01,1.867377161979675293e-01,-2.570594251155853271e-01,-1.394577026367187500e-01,6.137341260910034180e-03,1.002823561429977417e-01,-5.884230509400367737e-02,6.469351798295974731e-02
-3.604673966765403748e-02,2.214271873235702515e-01,-2.564594447612762451e-01,1.018044203519821167e-01,4.403215833008289337e-03,-2.380768358707427979e-01,3.476453572511672974e-02,1.830240935087203979e-01,-3.043837547302246094e-01,1.778739094734191895e-01,-1.247037723660469055e-01,-1.196734793484210968e-02,-2.747905626893043518e-02,4.322015494108200073e-02,3.088767081499099731e-02,-2.975168228149414062e-01,1.650653928518295288e-01,1.237509623169898987e-01,9.669767320156097412e-02,-2.926144599914550781e-01,5.692829564213752747e-02,-1.978116184473037720e-01,-1.664512753486633301e-01,-1.588346809148788452e-01,-2.393451333045959473e-01,1.040080338716506958e-01,-2.203022241592407227e-01,-1.675355285406112671e-01,1.041709855198860168e-01,5.352163687348365784e-02
1.659550964832305908e-01,1.428600102663040161e-01,1.171372383832931519e-01,1.454557925462722778e-01,2.171786576509475708e-01,-1.024197861552238464e-01,2.934949994087219238e-01,-1.297556757926940918e-01,-1.945499032735824585e-01,-2.840816974639892578e-01,2.302791029214859009e-01,2.650125324726104736e-01,-1.211166381835937500e-01,1.910292804241180420e-01,2.395492792129516602e-01,-2.068076431751251221e-01,-3.190708458423614502e-01,-3.206075429916381836e-01,-1.203064713627099991e-02,1.357688903808593750e-01,-4.110036417841911316e-02,-3.085997998714447021e-01,-6.709077954292297363e-02,2.344788014888763428e-01,-2.549502253532409668e-01,-1.739558577537536621e-02,-4.374945536255836487e-03,-2.603898197412490845e-02,-2.515339553356170654e-01,-1.041429117321968079e-01
-2.450301051139831543e-01,-2.021434530615806580e-02,-9.054458141326904297e-02,3.770058974623680115e-02,1.983010768890380859e-01,-4.469005763530731201e-02,2.342296391725540161e-01,-6.545868515968322754e-02,-1.667381078004837036e-01,-1.506109535694122314e-02,-2.148215323686599731e-01,1.227931678295135498e-01,-3.923293948173522949e-02,-1.645007133483886719e-01,-2.051957100629806519e-01,7.328987121582031250e-04,-2.885600328445434570e-01,-1.092755347490310669e-01,4.667678475379943848e-02,-1.980664432048797607e-01,-6.956735253334045410e-02,1.217707544565200806e-01,-1.388414651155471802e-01,-1.863572895526885986e-01,-1.657933145761489868e-01,5.950742959976196289e-02,1.623324677348136902e-02,-9.276579320430755615e-02,3.726449236273765564e-02,1.453089416027069092e-01
2.553541064262390137e-01,1.592170745134353638e-01,-3.142465949058532715e-01,-1.909633427858352661e-01,-1.622596234083175659e-01,-5.026912689208984375e-02,1.727989464998245239e-01,-1.023899987339973450e-01,-3.081130087375640869e-01,2.140382975339889526e-01,-2.331318259239196777e-01,-3.467038273811340332e-01,-3.674073517322540283e-02,5.199065804481506348e-02,-1.893380284309387207e-01,4.260756820440292358e-02,-2.313134074211120605e-01,1.182947754859924316e-01,-1.264391932636499405e-03,-1.863801330327987671e-01,-7.616495341062545776e-02,-2.868921458721160889e-01,-2.449864149093627930e-02,8.060646057128906250e-02,1.560599356889724731e-01,2.156722843647003174e-01,2.645480036735534668e-01,-1.420800983905792236e-01,-1.160797625780105591e-01,-4.302598163485527039e-02
