-2.990781664848327637e-01,-3.035453855991363525e-01,5.198052898049354553e-02,-1.870070993900299072e-01,-2.330716997385025024e-01,3.215109705924987793e-01,1.016304120421409607e-01,5.087503418326377869e-02
1.119590178132057190e-01,-9.189309924840927124e-02,4.557430371642112732e-02,-1.111770793795585632e-01,-2.106519639492034912e-01,3.483253419399261475e-01,1.249686479568481445e-01,-3.809810616075992584e-03
2.760461270809173584e-01,1.258558332920074463e-01,-1.288511157035827637e-01,5.400134623050689697e-02,9.170531481504440308e-02,-2.278440743684768677e-01,1.261690258979797363e-01,3.839495778083801270e-01
-4.519112408161163330e-01,1.884584426879882812e-01,-2.386212348937988281e-01,7.150480896234512329e-02,-2.735364018008112907e-03,-1.395633965730667114e-01,-2.136044353246688843e-01,7.853544503450393677e-02
-2.335669249296188354e-01,5.682040750980377197e-02,-1.938918232917785645e-01,-1.133875921368598938e-01,-1.718874834477901459e-02,4.498588442802429199e-01,4.146773517131805420e-01,1.445368975400924683e-01
2.964327633380889893e-01,3.655928671360015869e-01,-3.272899389266967773e-01,5.306237563490867615e-02,2.997772097587585449e-01,-2.117013037204742432e-01,2.599153518676757812e-01,2.379264235496520996e-01
-4.811850935220718384e-02,2.540212571620941162e-01,-6.630929559469223022e-02,1.537339538335800171e-01,8.917615562677383423e-02,-2.284795790910720825e-01,2.243619114160537720e-01,-1.179317310452461243e-01
-2.514406740665435791e-01,-2.264770306646823883e-02,5.037930011749267578e-01,3.698200583457946777e-01,2.994354963302612305e-01,-5.637599527835845947e-02,1.216491311788558960e-01,3.505138456821441650e-01
6.860964000225067139e-02,-7.366869598627090454e-02,3.931721746921539307e-01,-1.282332837581634521e-01,-5.950048938393592834e-02,4.962199330329895020e-01,-6.444327533245086670e-02,-1.692621782422065735e-02
-1.750903427600860596e-01,3.232366144657135010e-01,5.319753661751747131e-02,-4.087042063474655151e-02,-1.945290416479110718e-01,1.985538750886917114e-01,2.889076173305511475e-01,-2.788296341896057129e-01
1.795859783887863159e-01,-2.982382178306579590e-01,-5.322541296482086182e-02,-2.875107824802398682e-01,1.572770327329635620e-01,-2.430237829685211182e-01,9.452304989099502563e-02,2.095731049776077271e-01
1.585758030414581299e-01,-2.399296462535858154e-01,2.168159037828445435e-01,-2.458419203758239746e-01,-1.473370194435119629e-01,5.289270877838134766e-01,1.127205267548561096e-01,8.377125114202499390e-02
-1.825592666864395142e-01,-2.923763990402221680e-01,1.062916636466979980e+00,-3.412501811981201172e-01,-3.338563740253448486e-01,-2.348086982965469360e-01,-2.490552961826324463e-01,2.469016015529632568e-01
2.689783573150634766e-01,-2.873228490352630615e-01,2.021218091249465942e-02,-2.905784845352172852e-01,3.480562567710876465e-01,-1.836166530847549438e-01,-2.139954864978790283e-01,-1.338395476341247559e-01
1.278291642665863037e-01,-4.755287989974021912e-02,7.119567599147558212e-03,-1.457177847623825073e-01,6.806598976254463196e-03,1.060437932610511780e-01,1.671849787235260010e-01,3.002471923828125000e-01
3.022767007350921631e-01,-2.332656830549240112e-01,6.268461793661117554e-02,-3.252946734428405762e-01,-4.411861598491668701e-01,-4.747492074966430664e-01,1.927843242883682251e-01,-6.135232001543045044e-02
-1.006388366222381592e-01,-3.447531759738922119e-01,-5.774386525154113770e-01,-2.881300449371337891e-01,2.046909034252166748e-01,-5.145730450749397278e-02,1.410027313977479935e-02,-5.834310874342918396e-02
-4.614132270216941833e-02,-2.324967831373214722e-01,9.031866192817687988e-01,-2.701066434383392334e-01,-1.838993728160858154e-01,-2.600544691085815430e-01,2.612584233283996582e-01,-2.398988753557205200e-01
-2.870460748672485352e-01,-1.099583134055137634e-01,-2.286966294050216675e-01,-1.920229941606521606e-01,1.196377053856849670e-01,-6.065215915441513062e-02,-2.699901461601257324e-01,1.476393789052963257e-01
3.058297932147979736e-01,5.181528925895690918e-01,-1.176259636878967285e+00,-7.978637516498565674e-02,2.666859328746795654e-01,-1.623206734657287598e-01,-4.611648619174957275e-01,-2.852528989315032959e-01
-2.579273581504821777e-01,9.320595115423202515e-02,2.586790919303894043e-01,-1.473673284053802490e-01,3.041175305843353271e-01,1.108235400170087814e-02,-1.044753044843673706e-01,2.627731114625930786e-02
-3.464431762695312500e-01,-6.172672659158706665e-02,-1.742155551910400391e-01,1.219198703765869141e-01,-4.132892936468124390e-02,-1.419307291507720947e-01,-5.831923708319664001e-02,4.382737278938293457e-01
-8.157349191606044769e-03,2.506808340549468994e-01,-5.733256414532661438e-02,5.017210543155670166e-02,-6.881697475910186768e-02,4.457949995994567871e-01,-2.449535578489303589e-02,-2.097325474023818970e-01
-2.432634830474853516e-01,5.848602578043937683e-02,-2.831409275531768799e-01,-1.488784253597259521e-01,3.858877718448638916e-01,-2.329729050397872925e-01,-3.539711833000183105e-01,1.696328371763229370e-01
-2.742609381675720215e-01,3.698554635047912598e-01,-5.184535980224609375e-01,-1.864331811666488647e-01,7.387916445732116699e-01,8.752890229225158691e-01,8.388943076133728027e-01,5.067234635353088379e-01
3.270719051361083984e-01,-9.371934086084365845e-02,-1.793996542692184448e-01,-1.496792286634445190e-01,3.977757394313812256e-01,-3.220120668411254883e-01,6.515152007341384888e-02,-2.579908668994903564e-01
-1.936524361371994019e-01,-1.450145244598388672e-01,-7.388018071651458740e-02,-2.644197940826416016e-01,1.608381420373916626e-01,-3.337474465370178223e-01,2.612459957599639893e-01,-3.138858079910278320e-02
-3.958403766155242920e-01,1.151379719376564026e-01,1.581360101699829102e-01,-2.165527492761611938e-01,2.285633683204650879e-01,-1.393900364637374878e-01,1.640615016222000122e-01,4.594482481479644775e-01
-1.343776732683181763e-01,3.603628575801849365e-01,-1.721544712781906128e-01,4.155871272087097168e-01,1.595787554979324341e-01,-8.091334253549575806e-02,-3.489210605621337891e-01,-3.180944323539733887e-01
-2.073020190000534058e-01,2.857238650321960449e-01,-2.820993065834045410e-01,2.758049368858337402e-01,-2.990276217460632324e-01,3.985803425312042236e-01,2.529496252536773682e-01,3.895505964756011963e-01
